,name,position,party,funding,image,Website,Donations,Facebook,Twitter,LinkedIn,YouTube,Biography,Statement
37,Amish Shah,State Representative - District 5,Democratic,Traditional Funding,View Info,www.AmishForArizona.com,https://www.amishforarizona.com/donate_to_elect_amish_shah_for_arizona,https://www.facebook.com/AmishShahMD,,,,"Amish Shah, MD, MPH was born and raised in Chicago, Ill. He is an Emergency Physician who has practiced all over Arizona, including throughout the pandemic. Since 2019, he has been a member of the Arizona House of Representatives, and is the recipient of several awards, including the Arizona Capitol Times' Best Political Rising Star for two consecutive years, the Arizona Medical Association's Distinguished Community Service Award, and the Humane Society's Legislator of the Year.","Hi, my name is Amish, and I'm proud to serve as your current elected State Representative. As I near the end of my second term, I am appreciative to all of you for your continued consideration and support. The last two years were stressful for our state and our nation, and I hope that we bring out the ""better angels of our nature"" in each of us as President Lincoln once said. Let's support and uplift each other as we face daunting societal challenges such as rising housing costs and homelessness, underfunded public education, and inaccessible or unaffordable health care. Meanwhile, we as your elected officials must work as hard as we can to deliver results for you on these fronts. I continue to push for a culture of hard work, civility, responsiveness, and a drive for excellence in our government.Amish Shah, MD, MPH"
38,Jennifer Longdon,State Representative - District 5,Democratic,Traditional Funding,View Info,https://www.jenforaz.com,https://secure.actblue.com/donate/jen-longdon,https://www.facebook.com/JenLongdonforHouse,https://twitter.com/JenLongdon,https://www.linkedin.com/in/jennifer-longdon-5a9915/,https://www.youtube.com/channel/UCE_km8t_Lqoq8-Ss_p9phGw,"Jennifer Longdon came to Arizona in 1999, drawn to its natural beauty and resources and the warmth and determination of its people. Her son attended Phoenix public schools and graduated from ASU. She resides in the FQ Story historic neighborhood. Jen was paralyzed in a random drive-by shooting in 2004. She became an active member and force for good in her community. Jen was elected to the House in 2018 and reelected in 2020. She was elected by her peers to serve as Assistant Minority Leader.","Jen is fighting for you. Since first elected as state representative for Arizona LD24 in November 2018, Jen has worked tirelessly to build a stronger, healthier community and improve the lives of all people in our community. In her first term as representative, Jen became the first Democrat appointed to chair a House Ad Hoc committee in more than 50 years, when she was appointed chair of the Ad Hoc Committee on Abuse and Neglect of Vulnerable Adults. Jen was reelected in 2020 and also elected by her peers to serve as Assistant Leader. Under the current leadership, more Democratic-sponsored bills were passed than in the prior six years combined. If re-elected, Jen will continue fighting to protect public education for all our children; demand equity for all our neighbors; build an economy that works for all in our community; create an environment that is safe – from injustice, from gun violence, from lack of access to quality health care, including body and reproductive autonomy – for all, and protect our democracy, including our most basic right to vote."
39,"Jennifer ""Jenn"" Treadwell",State Representative - District 5,Republican,Traditional Funding,View Info,https://treadwellforaz.com,,https://www.facebook.com/treadwellaz.rep,https://twitter.com/treadwellaz_rep,,,,"""Fight like a MOTHER!” – That’s what I'll do in the State House as a political outsider. Our district is considered to be a “safe Democrat district,” which means the most radical Democrat extremists win the primary, then they coast to victory in November without paying the majority of the district any attention. But their radical ideas like defunding the police, grooming our kids in schools, closing successful charter schools which forces children back into failing public schools, and further opening our borders at the cost of increased human/drug smuggling and fentanyl trafficking, will ruin lives and, in many cases, get Arizonans killed. Vote NO on RADICALLY BAD ideas! I’ll work to fund teachers and schools and keep them focused on skills our children need to succeed. I’ll support police and fire. I’ll protect girls’ sports. I’ll fight to keep taxes lower and government spending lower, so we can bring inflation down and help lower the high prices of gas, food, health care, houses, and more. We need a government that does its job, then gets out of our way to let us live our lives. Let’s surprise the establishment on Election Day together. Vote for Common Sense- Vote Treadwell!"
40,Theresa Hatathlie,State Senator - District 6,Democratic,Traditional Funding,View Info,,,,,,,,"Ya´’a´t’e´e´h, shi´ e´i´ Bjjh Bitoodnii nishli´i´ do´o´ A´shjjhi´ e´i´ ba´ shi´shchi´i´n. Ta´baahi´ e´i´ dashicheiigo Tse´ Deeshgizhnii e´i´ dashina´li´. I am of the Deer Springs clan, born for the Salt clan, my maternal grandfathers are Edgewater clan and paternal grandfathers are Rock Gap clan.  I am from Coalmine Mesa, Arizona.  Leadership in our home stems from the teachings of my parents, these concepts and strategies are based on Diné cultural teachings. Education:  I support investment in lifelong educational opportunities and encourage parents to be vested in their child's education.  Most importantly, I encourage revitalizing, fostering &amp; perpetuating indigenous languages, cultures, and life systems.Health Care:  Access to affordable health care, telehealth care, and prescription medication; access to holistic wellness services; increase awareness and educational resources for elders, veterans, and youth. Technology:  Support rural Arizona's necessity to access reliable, fast internet capabilities to bridge the gap and provide ways to close the technological deserts.Environmental Stewardship: Mindful use of natural resources; intervention management of drought and water replenishment for more than 100 years.  This planning shouldn't only address human consumption but also to sustain food sovereignty, natural plants, and animals.  "
41,Mae Peshlakai,State Representative - District 6,Democratic,Traditional Funding,View Info,,,https://www.facebook.com/PeshlakaiMae,https://twitter.com/peshmae,,,"I am Dine’ (Navajo); Tangle People Clan and born for the Deer Water Clan, maternal grandfather’s are Salt Clan and my paternal grandfather's clan is the Rock Gap People Clan.  I am a lifetime resident of Arizona's Legislative District 6, business owner, and mother and grandmother. ","I am Dine’ (Navajo); Tangle People Clan and born for the Deer Water Clan.  As a child, I attended a U.S. Federal Bureau of Indian Affairs Boarding School in Tolani Lake, Arizona, 70 miles northeast of Flagstaff, Arizona. I am a boarding school survivor.In 1965, after marrying my husband, James Peshlakai, an accomplished silver and goldsmith, I took up silversmithing and, to this day, make jewelry every day, as well as weave. I know the issues and challenges of District 7 and work tirelessly for the communities of rural and tribal Northern Arizona. I know we need our voices heard and made more effective every day.As a Precinct and State Committee Member of the Arizona Democratic Party, I have worked or volunteered on the majority of tribal, county, state and federal elections since 1974. I have traveled all of Arizona’s Legislative District 7 ( new LD6) to register voters, collect signatures for candidate petitions, referendums, and educate constituents on the US census and the 2021 Redistricting of Arizona. I am committed to be the voice of the people of rural and tribal Arizona. "
42,Myron Tsosie,State Representative - District 6,Democratic,Traditional Funding,View Info,,,,,,,,
43,Kyle Nitschke,State Senator - District 7,Democratic,Participating,View Info,https://www.nitschkeforaz.com,,,https://twitter.com/KyleNitschke12,,," Kyle was born and raised in Gilbert, AZ. He graduated from Northern Arizona University with a BS in Political Science and BS in Strategic Communications. Kyle has been organizing since 2016, fighting for a government that works to make the lives of Arizonans better. "," In 2018, as the organizer for NextGen America in Flagstaff, Kyle registered over 2,500 young people and contributed to an increase in voter turnout in the 2018 election of 300% on NAU's campus. After graduating, Kyle took a job with a Congressional campaign where he met with and listened to the concerns of thousands of Arizona voters. Kyle's passion is in working with young people and increasing their political power. Arizona has seen drastic cuts to public education funding, and Kyle has seen the suffering of students, their families, faculty, and staff as a result. Kyle wants to see our public schools funded by 100% public funds. Kyle wants to see a thriving Arizona with jobs that have benefits (paid sick leave, parental leave, retirement savings, etc.). Most importantly, Kyle wants to see a State Legislature that works for ALL Arizonians, not just wealthy donors.  During this campaign, Kyle's goal is to register and engage new voters in the district. By running as a Clean Elections candidate Kyle can focus on talking to voters instead of fundraising."
44,Wendy Rogers,State Senator - District 7,Republican,Traditional Funding,View Info,https://wendyrogers.org,,https://www.facebook.com/WendyRogersAZ,https://twitter.com/WendyRogersAZ,,,"AZ State Senator. Conservative America First Pro-Trump Republican in #LD7. Air Force pilot, biz entrepreneur, homeschool mom. Retired US Air Force lieutenant colonel. One of the Air Force's first 100 women pilots. Small business owner for 23 years. Wife of 44 years. Two children. Six grandchildren. Love to hike, shoot, travel, pilot my own aircraft, volunteer with the Civil Air Patrol search &amp; rescue, and spend as much time as possible with our grandkids.","I am endorsed by President Trump and am fighting to protect our God-given rights, our borders, and the state of Arizona from socialists and liberals. My platform is to 1) Protect our guns 2) Protect life 3) Ban sanctuary cities 4) Protect our border 5) Take care of our military veterans and 6) Defend Election Integrity. I can't fight this fight alone and need your help. Will you stand with me and send me back to the Arizona State Senate to be an unabashed ­America First conservative? As a 20-year retired career Air Force pilot, I know what it's like to fight. I do not owe lobbyists or special interests ANYTHING. I only work for you. I'm Wendy Rogers, and I ask for your vote. "
45,David Cook,State Representative - District 7,Republican,Traditional Funding,View Info,https://cookarizona.com,,,,,,"Husband, Father, RancherInvolved with Church, Community, and Charitable CausesDedicated to helping my neighbors and community - We're all in this together!","Everyone campaigns as a conservative, well my RECORD is 100% pro-Taxpayer, pro-2nd Amendment, pro-Life, and pro-Constitution. I led the charge to pay down our state’s debts and did so while passing the largest tax cut in state history. I’ve championed election integrity measures to secure our ballot boxes and ballots. I’ve pushed to secure our borders and enforce our laws. And I’m bringing transportation dollars into our district to improve our roads and highways. As a Rancher myself, I’m also the Legislature’s “Go To Guy” for issues related to rural Arizona, water, agriculture, ranching, and more. Too many legislators have never been to Apache Junction, or can’t find Payson, Globe, Florence, Williams, Heber, Show Low, Snowflake or Pinetop-Lakeside on a map, but these are my towns and people. Fighting for what’s right makes me the target of lies and attacks, but I won’t be bullied. I supported President Trump’s fight against the DC swamp and I’ll keep fighting the AZ swamp. Our State Capitol needs fewer politicians and more of us regular folks who do the jobs that make Arizona work. On behalf of my awesome wife Diana and our amazing kids, thanks for your support and trust!"
46,David Marshall Sr.,State Representative - District 7,Republican,Traditional Funding,View Info,https://www.marshall.republican,,https://www.facebook.com/DavidMarshallAZ/,https://twitter.com/DaveMarshallAZ,,https://www.youtube.com/channel/UCF3niuh0zaOLTG1YRy_Ytvg,"My name is David Marshall, a resident of Snowflake Arizona for 23 years. I was born in Bethesda, Maryland and I moved to California at a young age where my father served in the United States Marine Corps. I was raised in California and graduated High School in Santa Ana. Soon after, I joined the United States Air Force. After my service, I was honorably discharged and I relocated to Santa Ana where I joined the Santa Ana Police Dept. and eventually, I retired in 1996. ","As an Air Force Veteran, a retired Police Officer, and a current pastor for the past 23 years, I have dedicated my life to service. After much prayer and encouragement from current State Representatives and others it would be an honor to represent the communities in Legislative District 7 and be your voice. I have dedicated my life in support of the Unborn. I will be a defender of our Constitution, 2nd Amendment, Securing the Border, Voter Integrity, Lowering Taxes, Bringing in Jobs, Protecting our Water, Farmers, and Ranchers. I will stand with our Police, Firefighters, and Medics. We need to take back our schools from those who seek to indoctrinate our children with CRT, and other Socialist Programs. I will protect the Rights of Parents who have children in our school system and hold the School Districts accountable. We need to return to Common Sense Education, English, Math, History, Government. etc…When you elect me as your next Legislative Representative in LD7, I will work and fight for you! Rural Arizona, you will have a voice at the table, and you will no longer be left behind!#AmericaFirst#ArizonaFirst#MAGA"
47,Juan Mendez,State Senator - District 8,Democratic,Participating,View Info,https://juanmendezforarizona.com,https://juanmendezforarizona.com/donate,https://www.facebook.com/mendezforaz,https://twitter.com/mendezforaz,https://www.linkedin.com/in/juanmendez/,https://www.youtube.com/channel/UC8DfCYqlK7RvX9AdWhIZ4mQ,"I am a new father and first-generation Chicano from Arizona. I will be completing a Master’s in Public Administration from ASU this fall. Previously, I served on the Tempe Community Council as a planner, advocate, and resource to improve the funding and policies affecting local human services. I have received the Phoenix New Times Best Power Couple and Secular Star from the AZ Secular Coalition for my advocacy as your progressive state legislator. I humbly ask for your vote this election.","For ten years as your public servant elected to the Arizona Legislature, I have fought to restore integrity and accountability in government. Having grown up in poverty with a single mother, I know that individual success coincides with a shared investment in education, infrastructure, health, economic stability, housing, and safety. Now as a new father, I see firsthand how important it is that we end the political and economic inequalities that punish many Arizonans by denying opportunities to better the future of their children. I received my associate's from Phoenix College, my bachelor's from ASU, and am pursuing a Master's in Public Administration. Previously, I managed AZ Community Voice Mail, a nonprofit where I connected thousands living in poverty, transition, and homelessness to jobs, housing, information, and hope. I also served on the Tempe Community Council. I recently was a substitute teacher for Tempe and Mesa high schools and co-instructor at Phoenix College.The number one barrier to progress for all at the Capitol is the influence of big money in elections. Money shouldn’t determine how legislators vote. I am running for re-election as a part of your publicly-funded Clean Elections Team with support from voters like you."
48,Roxana Holzapfel,State Senator - District 8,Republican,Traditional Funding,View Info,https://roxanaforarizona.com,,,https://twitter.com/RoxanaForAZ,,,,"I was born Roxana Reyes, in Tampa, Florida to a Cuban father and Puerto Rican mother. I was a police field training officer for the Tampa Police Department. I will always have the backs of the men and women in blue! I have lived in Tempe for 35 years and call Arizona my home. I am a life long Republican, and a pro life, 2nd Amendment conservative who believes in the Constitution and all it stands for. NO to SEL and CRT in any of our schools. NO to mask and ""vaccine"" mandates of any kind, now and ever again. NO to government overreach in our businesses, schools, homes and places of worship. NO to rules and regulations that are crippling our small businesses. YES to border security; finish our wall and enforce our laws. YES to giving parents voices in their children's schools; the money follows the child. YES to protecting and caring for our veterans and rebuilding our military. YES to voter integrity; only American citizens have the right to vote. I ask for your support and vote. Thank you, Roxana, www.roxanaforarizona.com."
49,Athena Salman,State Representative - District 8,Democratic,Participating,View Info,https://salmanforarizona.com,,https://facebook.com/SalmanforAZ,https://twitter.com/athenasalman,,https://www.youtube.com/channel/UCrgREiif7uX6APBbo_vA8bQ,"As a first generation American, I developed a deep appreciation of our freedoms. This inspired my defense of vulnerable Arizonans including being in solidarity with educators during #RedForEd as an alumna of our public schools and fighting for the health and safety of our communities during the COVID-19 pandemic. As a mom, I am on the frontlines advocating for policies to help families by sponsoring legislation to guarantee Paid Family and Medical Leave for all and fully funding our schools.","It is an honor to serve as your State Representative. This year, I had the joy of welcoming my first child and becoming a mom. I was born in Arizona to a first generation American family from Mexico, Germany and Palestine. This inspired a lifetime of defending our most vulnerable. Prior to being elected, I worked on higher education accessibility, healthcare affordability, gender and LGBTQ equity, protecting our freedom to vote, blocking corporate greed as a union leader, growing membership for a nonprofit empowering girls, and building support for early childhood development. Last year, I passed a law guaranteeing feminine hygiene products to incarcerated women and ending the shackling of pregnant people. I've received Tempe's MLK Diversity Award, Phoenix New Times' Best Politician and Arizona Republic's Top 10 Newsmakers to Watch. I graduated with honors from ASU with degrees in Economics and Political Science. I served as the House Democratic Whip, am the Ranking Member on Elections/Government and serve on the Education Committee.At the Capitol, I’ve seen our democracy attacked by politicians fueled by dirty money. I am running for re-election as a part of your publicly-funded Clean Elections Team through direct support from voters like you."
50,Bill Loughrige,State Representative - District 8,Republican,Traditional Funding,View Info,https://bill4az.com,,,,,,,"The Loughrige family has been in Arizona since 1933.  Bill retired as a Senior Special Agent for the United States Customs Service after 8 years as a Phoenix Walking Beat Cop and 26 years with US Customs. After retirement he has operated a PI, Process Serving and Security Guard service. Active in the community, Bill is currently President of the Tempe Sunrise Kiwanis and the Walker Fire Protection Association (a non-profit Fire Department) near Prescott, AZ. A wage earner all his life and part of a large active family, he believes in strong families, limited and responsible regulation, and a strong economy and job market, to allow people to provide good lives for themselves and their families. Bill’s platform includes independent living and security for all, especially our seniors and children, strong children and a quality education system, access to quality health care, and safe neighborhoods and communities."
51,Caden Darrow,State Representative - District 8,Republican,Traditional Funding,View Info,darrow4az.com,darrow4az.com/donate,facebook.com/darrow4az,twitter.com/darrow4az,,,,"Our district has schools that need help, rising crime rates, and families struggling with rising inflation and surging gas prices. So why are our State Representatives ignoring these problems? Hernandez and Salman vote NO on increased school funding. They vote NO on increased teacher pay. They vote NO on giving law enforcement the tools they need to do their jobs in a way that keeps everyone safer. They support higher taxes and higher spending that increase inflation and drive gas prices higher. And this last year Salman used her “fear of Covid” to justify taking the entire legislative year off. That’s right – she collected her pay, collected her per diem, but skipped going to work, voting on bills, or doing her job. Now she wants re-election? Bill Loughrige and I are running to give a voice to those who want Representatives to vote for good bills, no matter if they’re “Republican” or “Democratic”. We’re running to support more money into our classrooms, more help for our teachers, safer neighborhoods, and an end to the inflation madness that is pushing the price of grocery store staples out of reach of many Arizonans. We hope to earn your votes!"
52,Melody Hernandez,State Representative - District 8,Democratic,Traditional Funding,View Info,https://melodyforarizona.com,,,,,,,"Melody Hernandez was raised in the southeast valley of Arizona to a first generation Mexican-American family. From a young age, she’s held a deep history of service in her community. She’s worked closely with students with special needs, children experiencing homelessness and domestic violence, and has provided medical aid to immigrants. Politically, she has been active in grassroots organizing, operated as a campaign manager, and served as the first Latina Democratic Chair for Legislative District 26. Hernandez was first elected to the House of Representatives in 2020. Within one year, she became the Ranking Member of Judiciary, a role in which she’s worked across the aisle to ensure a fairer criminal justice system. Hernandez has also been featured in national publications for her dedication to protecting and expanding access to healthcare during her term. The ideas that compelled Hernandez to first run have only grown more important.  As a paramedic that found herself working on the frontlines of the pandemic in an overburdened healthcare system, a union member protecting working families, and now as a State Representative, she knows intimately what’s at stake for many Arizonans. She’s now seeking a second term to continue the work she began in 2020."
53,Eva Burch,State Senator - District 9,Democratic,Traditional Funding,View Info,https://EvaforArizona.com,https://secure.actblue.com/donate/eva-for-arizona-1?refcode=directory,https://www.facebook.com/profile.php?id=100067690372533,,,,"Eva was born and raised in Phoenix, Arizona and attended valley public schools. As an ER nurse, she saw how food and housing insecurity, healthcare inequality, and countless other disparities impact Arizona communities. A working single mother, Eva made the tough decision to sell her home and return to school to earn her nurse practitioner credentials. Eva is dedicated to bringing nursing values to the Arizona Senate as she advocates for a better, more inclusive Arizona.","Eva is a lifelong Arizonan, a mother of two, and has been a nurse for over ten years. She is running for state senate to help advocate for the fundamental needs of everyday Arizonans. She is committed to listening to the people of her district and bringing their concerns, needs, and values to the table. Eva supports increased investment in public schools so that our children have equal access to high-quality education and well qualified teachers. Families should not go bankrupt over medical bills, and Eva will help create a system that does not leave children, aging adults, or the poor behind. She will help protect renters from predatory price-gouging and work to establish realistic opportunities for first time home buyers. Eva will work for Arizonans to have equal access to their voting power, including the option to vote by mail, while also working hard to maintain the integrity and security of our elections. She will support small businesses and empower economic growth. We need balance and collaboration in the legislature, and representatives who will be loyal to the people of Arizona over political parties or special interests. Let’s work together to make Arizona the best it can be."
54,Robert Scantlebury,State Senator - District 9,Republican,Traditional Funding,View Info,Http://www.SupportScantlebury.com,,,,,,,"As a retired Mesa Police Sergeant who served and protected for 27 years, you can count on me to protect our freedoms. Over the past few years we have seen an extremely concerning amount of government interference in our daily lives and all that defines us as ""Americans"". This is what motivated me to step up and run for office, to be a voice for individuals who know what it's like to get up each day, go to work, and do what they can to provide for their family and better their community.My wife and I have been married for 22 years and we have raised two daughters that we want to be able to live in a safe and prosperous Arizona, but we are worried about rising crime, skyrocketing inflation, food/gas prices, housing prices that make it almost impossible for first-time homebuyers, and long-term growth issues that today’s politicians aren’t planning for. Visit SupportScantlebury.com to learn more about me or to contact me directly with any questions. I will protect and serve in the State Senate as a principled representative who stands for our constitutional rights, safe communities, successful schools, lower taxes and a strong economy."
55,Kathy Pearce,State Representative - District 9,Republican,Traditional Funding,View Info,https://www.electkathypearce.com,,,,,,,"I’m a mom, a grandma, and I’m involved in helping our returning veterans through a non-profit organization that I run.  I know freedom isn’t free -- my son Brent lost both legs fighting for us in Iraq to keep America free! I’m running for State House because we need more regular citizens involved, not more lawyers or politicians. I want election integrity and ballot security so everyone can get honest, reliable election results quickly. I want school districts to focus on educating, not indoctrinating, our kids, without getting sidetracked by political agendas that have nothing to do with the Three R’s. I want to support police and fire and give them the tools they need, not have the public’s safety held hostage by radicals who want to defund and eliminate them. I want secure borders, our wall finished, and immigration laws enforced. I want balanced budgets and sensible policies to help fight inflation and high gas prices. I want a long-term plan for water issues, because as our population continues to grow, water becomes increasingly important. If you want a commonsense candidate who wants to do right, without the political games, then I ask for your vote. Thank you!"
56,Lorena Austin,State Representative - District 9,Democratic,Traditional Funding,View Info,https://www.lorena4arizona.com,https://secure.actblue.com/donate/lorenaforaz,https://www.facebook.com/profile.php?id=100078315878333,https://twitter.com/LorenaAustin4Az,https://www.linkedin.com/in/lorenaaustinaz/,,,"I am a 5th generation Arizonan and native of Mesa whose lifelong love for advocacy and leadership has been rooted in this district for a century. I am the granddaughter of farmworkers and small business owners who advocated for our community. My experience working in the public, private and non-profit sectors includes working with Verizon’s Innovative Learning Program to bring advanced technology and curriculum to Title 1 schools nationwide, volunteering with the Mesa United Food Bank, and providing COVID-19 support to Indigenous communities in the Navajo Nation. I currently serve as a Student Government Advisor at Mesa Community College.Arizona is in desperate need of Representatives who will serve the best interests of the community - leaders who will show up and engage in constructive conversations and provide transparency to their constituents. Investments in education, healthcare, and water conservation will be amongst my top priorities, as well as combating our climate crisis and advocating to stop the displacement of our vibrant community due to rapidly rising housing costs. Additionally, with the fall of Roe v. Wade, I will fight to make sure that the right of everyone in Arizona to make their own healthcare decisions is protected."
57,Mary Ann Mendoza,State Representative - District 9,Republican,Traditional Funding,View Info,https://www.mendozaforarizona.com,,https://www.facebook.com/MendozaforArizona,,,,"My name is Mary Ann Mendoza and my son, Sgt. Brandon Mendoza of the Mesa,AZ police dept was killed on 5/12/14. I am the founder of Angelfamilies.com  I spoke at the RNC in July 2016. I was invited by Pres Trump to witness him signing the Immigration EO at DHS in Jan 2017. I was invited to a Round Table discussion at the White House regarding Sanctuary Policies on 3/20/18. I was invited to the Oval Office on 3/15/19 to witness Pres Trump signing his first veto on the National Border Emergency","My name is Mary Ann Mendoza.  My son, Sgt. Brandon Mendoza was tragically killed on May 12, 2014, by an illegal criminal who was driving while intoxicated. One of the key issues facing Americans right now is an assault on our Constitutional rights, which are being systematically erased. I am 100% for parental rights in our education system, I am pro-life, I Back the Blue, I am for securing our borders; our veterans deserve taxpayer support, not illegals. We need to protect small businesses and not allow mandates and shutdowns. I am for election integrity and making sure our vote counts and is not marginalized by those illegally voting. This is no longer a partisan issue; this is standing up for Americans and for our great nation. We the People hold the power, the understanding, and the rights to make sure local, state, and federal government govern for the people and in accordance with the Constitution to preserve the rights we are guaranteed as citizens of a free nation. The only way to meet the challenges facing our communities is to get involved and act. That is exactly what I am stepping up to do for Arizona Legislative District 9."
58,Seth Blattman,State Representative - District 9,Democratic,Traditional Funding,View Info,https://sethblattman.com,https://secure.actblue.com/donate/blattman-for-az-1,https://www.facebook.com/blattmanaz,,,,,"My family moved to Arizona when I was ten years old. I went to UofA on a scholarship and finished my bachelor’s degree at ASU. I worked at my father’s furniture manufacturing shop while taking business courses and went on to receive my MBA. When my family’s business fell on tough times, I came home to take over leading it and provide new direction.I am running for State Representative because I love Arizona, but the people of District 9 are tired of the current political climate. We’ve had enough partisan warfare and being told to hate people we’ve never met simply because of a letter next to their name. It is my goal to work across the aisle in a bipartisan manner to achieve common sense solutions. I will focus on structural reforms to bring down the current temperature of politics and make government more reflective of the will of the people. We might not agree on everything but we should be able to trust that our representatives are good people making decisions for the right reasons. As a community, we are ready to fully fund public education, restore a woman’s right to choose, and build a better government."
59,David Farnsworth,State Senator - District 10,Republican,Traditional Funding,View Info,,,,,,,,"After I served in the State Senate I was retired, until the calls came asking me to run again. I was told that Representative Bowers was running for Senate and leadership. I have respected him for years, but his politics have shifted so far left, that I was persuaded to run, to keep a conservative in this seat. Rusty campaigns as a conservative, but he blocks important election integrity bills, soft-pedals problems like illegal immigration, and has taken the lead in pushing agendas that place our kids at risk in their schools, against their parent’s wishes, apparently, so he can appeal to a liberal media and establishment that is hostile to our founding values. With such a closely divided legislature, we cannot afford to elect Republicans who will not champion our values. I have been named Champion of the Taxpayer and my record shows I am 100% for border security, school choice, pro 2nd Amendment, pro-life and pro-family. I am a third generation Arizonan. Please vote for the team of Farnsworth, Heap and Parker. We must protect our state from those who would turn us into California! May the Lord help us restore liberty! David Christian Farnsworth"
60,Nick Fierro,State Senator - District 10,Independent,Traditional Funding,View Info,https://vote4nickfierro.com,,https://www.facebook.com/Vote4fierro-393919934536886/,,,,,"As the father of a young growing family I see the need to provide a better future for my children. I want my children to enjoy living in a state where people work together to create a better Arizona.Securing this future for the current and rising generation is my biggest motivation in running for public office. As your State Senator in District 10, I will work tirelessly with every day citizens, leaders, and policy makers on both sides of the aisle to create legislation that is bipartisan. I believe as Arizonans we have more similarities than differences. We can accomplish so much more by working together than we can on our own. VOTE4NICKFIERRO 2022 to make things like this happen."
61,Barbara Parker,State Representative - District 10,Republican,Traditional Funding,View Info,https://www.ElectBarbaraParker.com,,,,,,,"My political journey began in 1978 when, as a U.S. foreign exchange student, I survived the Iranian Revolution and witnessed how tyranny destroys a nation. As a proud Arizona native, I’m running to protect the American principles we value and to save Arizona and our Republic from failing policies. I’ve been married for 40 years, and my husband and I have raised our four children in Mesa. I hold degrees in Nursing and Clinical Psychology with certifications in Cardiovascular and Emergency Room Medicine. Therefore, I’ll stop government bureaucracies from playing politics with our health, our lives, and our civil liberties in the name of pseudoscience. I’m honored to be endorsed by State Senator Warren Petersen, Cindy Biggs (wife of Congressman Andy Biggs), Councilmember Leah Martineau, Commissioner Justin Olson, and many other grassroots leaders. We must have courage and leadership at the Capitol by those who bring experience serving the people and who are grounded in the principles that work. Your priorities are my priorities: Lowering taxes, ensuring school choice, protecting the unborn, securing the border, and stopping radical agendas from overtaking our freedoms. I’ll be honored to serve you and earn your vote as we work together for Arizona!"
62,Helen Hunter,State Representative - District 10,Democratic,Traditional Funding,View Info,https://www.hunter4ld10.com,,,,,,,"Rev. Dr. Helen Hunter partners with the community – social justice advocate, pastor, chaplain, and businesswoman. She has worked for underserved populations for 30+ years, especially in the areas of housing and healthcare. In collaboration with Arizonans Concerned About Smoking (ACAS) and the United States Public Health Service (USPHS), Dr. Hunter has assisted, supported, and rewarded the implementation of non-smoking policies among HBCU’s. As a pastor, Dr. Hunter helps provide transitional, permanent, and affordable housing for low- and moderate-income individuals and families.Dr. Hunter has lived in Mesa, Arizona for 15 years and has been active in community advocacy, including accountable community policing in the East Valley. She was the Mesa PD community representative to the PERF (Police Executive Research Forum) Conference in Washington, DC and served on the Mesa Use of Force Committee, providing input and critique in the policy review process. Dr. Hunter is President Emeritus of the East Valley NAACP; during her tenure, she worked extensively with East Valley police chiefs. The joint effort received an AZIM (Arizona Interfaith Movement) Golden Rule Award.Dr. Hunter is committed to solving societal issues by promotion and practice of the GOLDEN RULE, treating others as we want to be treated."
63,Justin Heap,State Representative - District 10,Republican,Traditional Funding,View Info,www.voteheap.com,,,,,,,"I’m a first-time candidate running for the Arizona State House. I am running because I see what the left is doing to our country from Washington DC, and what they are doing in neighboring states like California, New Mexico, and Colorado, and I know Arizona can do better. Arizona is one of America’s most successful states because of our pro-growth policies and because we are protecting the principles and liberties that have made America great for so long. But our values are under attack. Not just from liberal Democrats, but from their liberal Republican allies. Today, good legislative bills are dying because Republicans are not united around core values like school choice, lower taxes, free-market solutions, protecting the unborn, and our Constitutional liberties. My family roots run very deep in this wonderful state, and I’m sure the Heap family will continue to call Arizona home for generations to come. I’m running to serve those future generations by fighting for what is right and what works today. I am requesting your support and will be honored to serve as your representative as we work to save our great state."
64,Catherine Miranda,State Senator - District 11,Democratic,Traditional Funding,View Info,https://www.mirandaforsenate.com,,,,,,,"It’s been said that education is a great equalizer, where common people can accomplish uncommon achievements. The goal of our education system is to create conditions where learners can contribute to our society and therefore improve a person’s quality of life.  Our education process at the local, state, and federal level must be looked at as an investment in people rather than a system of liabilities.As a former school teacher, school administrator and school board member, I will lead the fight for school funding based on updated population and inflation data since 2008; to get an accurate aggregate expenditure limit amount. Until then and only then will we know the accurate amount our public school districts deserve.I support businesses. Businesses strive with well skilled and educated employees. Those future employees are sitting in our classrooms today. I will bring the business and education stakeholders together when elected to better serve our students.I will fight for families; especially ones pending eviction. There are over 65,000 families in Arizona currently in danger of being evicted. Many of these families are in my district.Having already served in the House and Senate, experience is what I will bring to you! Catherine Miranda "
